kind,port,pkt_seq,flit,offer_ps,req_ps,ack_ps,egress_req_ps,capture_ps,matched
TX,0,530,8314314,114001,114051,114385,-1,-1,1
TX,0,530,0212340,114001,114635,115032,-1,-1,1
TX,0,530,0212540,114001,115282,115685,-1,-1,1
TX,0,530,0212740,114001,115935,116332,-1,-1,1
TX,0,530,4212940,114001,116582,120785,-1,-1,1
TX,0,1428,8314314,143001,143051,143377,-1,-1,1
TX,0,1428,0594340,143001,143627,144018,-1,-1,1
TX,0,1428,0594540,143001,144268,144673,-1,-1,1
TX,0,1428,0594740,143001,144923,145328,-1,-1,1
TX,0,1428,4594940,143001,145578,163018,-1,-1,1
TX,0,1687,8930930,172001,172051,172385,-1,-1,1
TX,0,1687,0697340,172001,172635,173032,-1,-1,1
TX,0,1687,0697540,172001,173282,173685,-1,-1,1
TX,0,1687,0697740,172001,173935,174332,-1,-1,1
TX,0,1687,4697940,172001,174582,178723,-1,-1,1
TX,0,1737,891c91c,177001,178973,179299,-1,-1,1
TX,0,1737,06c9340,177001,179549,179940,-1,-1,1
TX,0,1737,06c9540,177001,180190,180595,-1,-1,1
TX,0,1737,06c9740,177001,180845,181250,-1,-1,1
TX,0,1737,46c9940,177001,181500,185681,-1,-1,1
TX,0,1829,8810810,297001,297051,297385,-1,-1,1
TX,0,1829,0725340,297001,297635,298032,-1,-1,1
TX,0,1829,0725540,297001,298282,298685,-1,-1,1
TX,0,1829,0725740,297001,298935,299332,-1,-1,1
TX,0,1829,4725940,297001,299582,303786,-1,-1,1
TX,0,1918,8a34a34,352001,352051,352377,-1,-1,1
TX,0,1918,077e340,352001,352627,353018,-1,-1,1
TX,0,1918,077e540,352001,353268,353673,-1,-1,1
TX,0,1918,077e740,352001,353923,354328,-1,-1,1
TX,0,1918,477e940,352001,354578,358721,-1,-1,1
TX,0,2546,8c18c18,399001,399051,399385,-1,-1,1
TX,0,2546,09f2340,399001,399635,400032,-1,-1,1
TX,0,2546,09f2540,399001,400282,400685,-1,-1,1
TX,0,2546,09f2740,399001,400935,401332,-1,-1,1
TX,0,2546,49f2940,399001,401582,412486,-1,-1,1
TX,0,2581,861c61c,405001,412736,413062,-1,-1,1
TX,0,2581,0a15340,405001,413312,413703,-1,-1,1
TX,0,2581,0a15540,405001,413953,414358,-1,-1,1
TX,0,2581,0a15740,405001,414608,415013,-1,-1,1
TX,0,2581,4a15940,405001,415263,427270,-1,-1,1
TX,0,2629,8500500,453001,453051,453385,-1,-1,1
TX,0,2629,0a45340,453001,453635,454032,-1,-1,1
TX,0,2629,0a45540,453001,454282,454685,-1,-1,1
TX,0,2629,0a45740,453001,454935,455332,-1,-1,1
TX,0,2629,4a45940,453001,455582,459757,-1,-1,1
TX,0,3220,8d1cd1c,499001,499051,499377,-1,-1,1
TX,0,3220,0c94340,499001,499627,500018,-1,-1,1
TX,0,3220,0c94540,499001,500268,500673,-1,-1,1
TX,0,3220,0c94740,499001,500923,501328,-1,-1,1
TX,0,3220,4c94940,499001,501578,519880,-1,-1,1
TX,0,3292,8e34e34,506001,520130,520463,-1,-1,1
TX,0,3292,0cdc340,506001,520713,521111,-1,-1,1
TX,0,3292,0cdc540,506001,521361,521764,-1,-1,1
TX,0,3292,0cdc740,506001,522014,522410,-1,-1,1
TX,0,3292,4cdc940,506001,522660,534089,-1,-1,1
TX,0,3315,8120120,520001,534339,534665,-1,-1,1
TX,0,3315,0cf3340,520001,534915,535306,-1,-1,1
TX,0,3315,0cf3540,520001,535556,535961,-1,-1,1
TX,0,3315,0cf3740,520001,536211,536616,-1,-1,1
TX,0,3315,4cf3940,520001,536866,559124,-1,-1,1
TX,0,4213,841c41c,564001,564051,564385,-1,-1,1
TX,0,4213,1075340,564001,564635,565032,-1,-1,1
TX,0,4213,1075540,564001,565282,565685,-1,-1,1
TX,0,4213,1075740,564001,565935,566332,-1,-1,1
TX,0,4213,5075940,564001,566582,570699,-1,-1,1
TX,0,4329,8214214,594001,594051,594377,-1,-1,1
TX,0,4329,10e9340,594001,594627,595018,-1,-1,1
TX,0,4329,10e9540,594001,595268,595673,-1,-1,1
TX,0,4329,10e9740,594001,595923,596328,-1,-1,1
TX,0,4329,50e9940,594001,596578,600794,-1,-1,1
TX,0,4364,8e0ce0c,622001,622051,622385,-1,-1,1
TX,0,4364,110c340,622001,622635,623032,-1,-1,1
TX,0,4364,110c540,622001,623282,623685,-1,-1,1
TX,0,4364,110c740,622001,623935,624332,-1,-1,1
TX,0,4364,510c940,622001,624582,628743,-1,-1,1
TX,0,4443,8800800,672001,672051,672377,-1,-1,1
TX,0,4443,115b340,672001,672627,673018,-1,-1,1
TX,0,4443,115b540,672001,673268,673673,-1,-1,1
TX,0,4443,115b740,672001,673923,674328,-1,-1,1
TX,0,4443,515b940,672001,674578,684752,-1,-1,1
TX,0,4564,8124124,773001,773051,773385,-1,-1,1
TX,0,4564,11d4340,773001,773635,774032,-1,-1,1
TX,0,4564,11d4540,773001,774282,774685,-1,-1,1
TX,0,4564,11d4740,773001,774935,775332,-1,-1,1
TX,0,4564,51d4940,773001,775582,779778,-1,-1,1
TX,0,4734,8114114,776001,780028,780354,-1,-1,1
TX,0,4734,127e340,776001,780604,780995,-1,-1,1
TX,0,4734,127e540,776001,781245,781650,-1,-1,1
TX,0,4734,127e740,776001,781900,782305,-1,-1,1
TX,0,4734,527e940,776001,782555,803189,-1,-1,1
TX,0,5268,8024024,920001,920051,920385,-1,-1,1
TX,0,5268,1494340,920001,920635,921032,-1,-1,1
TX,0,5268,1494540,920001,921282,921685,-1,-1,1
TX,0,5268,1494740,920001,921935,922332,-1,-1,1
TX,0,5268,5494940,920001,922582,926715,-1,-1,1
TX,0,5983,8a2ca2c,933001,933051,933377,-1,-1,1
TX,0,5983,175f340,933001,933627,934018,-1,-1,1
TX,0,5983,175f540,933001,934268,934673,-1,-1,1
TX,0,5983,175f740,933001,934923,935328,-1,-1,1
TX,0,5983,575f940,933001,935578,939703,-1,-1,1
TX,0,6201,8034034,984001,984051,984385,-1,-1,1
TX,0,6201,1839340,984001,984635,985032,-1,-1,1
TX,0,6201,1839540,984001,985282,985685,-1,-1,1
TX,0,6201,1839740,984001,985935,986332,-1,-1,1
TX,0,6201,5839940,984001,986582,990758,-1,-1,1
TX,0,6314,8334334,1003001,1003051,1003377,-1,-1,1
TX,0,6314,18aa340,1003001,1003627,1004018,-1,-1,1
TX,0,6314,18aa540,1003001,1004268,1004673,-1,-1,1
TX,0,6314,18aa740,1003001,1004923,1005328,-1,-1,1
TX,0,6314,58aa940,1003001,1005578,1010799,-1,-1,1
TX,0,6557,8820820,1087001,1087051,1087385,-1,-1,1
TX,0,6557,199d340,1087001,1087635,1088032,-1,-1,1
